Y Position_µm,X Position_µm,KAMM,modulus,hardness
0.0,0.0,64.8263380003318,14.18854586762403,3.976280674891541
1.01010101010101,0.0,46.9585893264376,24.68485707557529,4.97110906644895
2.02020202020202,0.0,18.471569336354886,21.90710983679688,4.481919962045442
3.03030303030303,0.0,24.95118811628882,23.91525908898285,3.866849521919784
4.040404040404041,0.0,75.57039094317973,29.49049303727335,4.527563172022626
5.050505050505051,0.0,42.89688756754375,11.16957042491,2.038621082632567
6.060606060606061,0.0,20.601585878491978,15.61373873187696,2.524925078246126
7.070707070707071,0.0,22.842720584684,9.077909964935715,1.41275959955779
8.080808080808081,0.0,19.104893069292032,12.99838398760207,0.175000522981455
9.090909090909092,0.0,8.829717885934024,10.21268437539497,1.908763937777799
10.1010101010101,0.0,5.087943675051078,14.08210205069049,0.9508731630866656
11.11111111111111,0.0,5.852793323619918,13.25195348165099,1.659323027468243
12.12121212121212,0.0,3.2907761157094804,17.68618288103578,1.250805006213245
13.13131313131313,0.0,8.122578894608838,19.2616963569269,1.478890100843133
14.14141414141414,0.0,12.986594140858854,20.02313743983458,0.7138657707557203
15.15151515151515,0.0,3.8634781995639425,9.11584555229794,1.855827275124162
16.16161616161616,0.0,5.293975787908581,20.21569800948485,1.05836690167281
17.17171717171717,0.0,4.179266970922425,11.69979243776939,1.160548763764892
18.18181818181818,0.0,10.682742745769126,18.8274788023313,0.7632047894796558
19.19191919191919,0.0,11.41025669247018,23.08434856015122,1.083059184774647
20.2020202020202,0.0,10.142878976454542,12.44136972875483,0.9800103026778718
21.21212121212121,0.0,9.99692011263903,16.14720119454054,1.591583348946119
22.22222222222222,0.0,16.571183434344167,14.35947705695194,1.033689793003259
23.23232323232324,0.0,31.898698355399123,22.68458021522433,2.081857787416794
24.24242424242424,0.0,20.070873542383264,5.007974518308903,2.195815703784359
25.25252525252525,0.0,17.256727966638383,13.24981504462764,1.744901406130825
26.26262626262626,0.0,33.2045766735305,19.78919134463332,2.162097033946935
27.27272727272727,0.0,41.94024882554169,21.2122703594736,4.904729340050943
28.28282828282828,0.0,38.89008079355933,18.62685316773808,4.366136374786469
29.29292929292929,0.0,59.69703204728042,25.95969183650923,5.336404946566245
30.3030303030303,0.0,43.78596810464014,15.4628114572167,5.05614478379764
