Y Position_µm,X Position_µm,KAMM_RATIO,modulus,hardness
0.0,0.0,1.3368899231556073,14.18854586762403,3.976280674891541
1.01010101010101,0.0,0.9647594517517648,24.68485707557529,4.97110906644895
2.02020202020202,0.0,0.8408779056172307,21.90710983679688,4.481919962045442
3.03030303030303,0.0,1.0639972999946572,23.91525908898285,3.866849521919784
4.040404040404041,0.0,2.081334535091395,29.49049303727335,4.527563172022626
5.050505050505051,0.0,2.0300223478300823,11.16957042491,2.038621082632567
6.060606060606061,0.0,2.2163503861702814,15.61373873187696,2.524925078246126
7.070707070707071,0.0,24.255224555672555,9.077909964935715,1.41275959955779
8.080808080808081,0.0,68.05374400429318,12.99838398760207,0.175000522981455
9.090909090909092,0.0,26.868796379936555,10.21268437539497,1.908763937777799
10.1010101010101,0.0,7.907953129986122,14.08210205069049,0.9508731630866656
11.11111111111111,0.0,4.71923734094309,13.25195348165099,1.659323027468243
12.12121212121212,0.0,5.426117072948702,17.68618288103578,1.250805006213245
13.13131313131313,0.0,6.382873170586481,19.2616963569269,1.478890100843133
14.14141414141414,0.0,17.895886674670592,20.02313743983458,0.7138657707557203
15.15151515151515,0.0,15.037843743384135,9.11584555229794,1.855827275124162
16.16161616161616,0.0,10.560551704021107,20.21569800948485,1.05836690167281
17.17171717171717,0.0,9.306693180850123,11.69979243776939,1.160548763764892
18.18181818181818,0.0,11.146499686473406,18.8274788023313,0.7632047894796558
19.19191919191919,0.0,7.3381098443701624,23.08434856015122,1.083059184774647
20.2020202020202,0.0,5.467718262158961,12.44136972875483,0.9800103026778718
21.21212121212121,0.0,4.818767308812563,16.14720119454054,1.591583348946119
22.22222222222222,0.0,4.448082005706594,14.35947705695194,1.033689793003259
23.23232323232324,0.0,5.165836325922661,22.68458021522433,2.081857787416794
24.24242424242424,0.0,6.447718348641049,5.007974518308903,2.195815703784359
25.25252525252525,0.0,4.393265511819105,13.24981504462764,1.744901406130825
26.26262626262626,0.0,3.736952763219225,19.78919134463332,2.162097033946935
27.27272727272727,0.0,1.8534518534547197,21.2122703594736,4.904729340050943
28.28282828282828,0.0,0.6726277923593047,18.62685316773808,4.366136374786469
29.29292929292929,0.0,1.0602610514097093,25.95969183650923,5.336404946566245
30.3030303030303,0.0,1.532058771245793,15.4628114572167,5.05614478379764
31.31313131313131,0.0,1.791976868013658,21.98182804947572,4.922114234848754
32.32323232323233,0.0,4.533482300281881,23.07050755617339,3.172884136154668
33.33333333333334,0.0,4.433037699191062,8.44874736124113,5.841514352707901
34.34343434343435,0.0,1.55367602131359,21.26554583002886,4.446995198686457
35.35353535353536,0.0,1.8278010704803862,16.00705288126242,4.474330148253632
36.36363636363637,0.0,10.02809803388613,10.49417251067056,1.540877298492811
37.37373737373738,0.0,7.405075090222724,17.28268469818119,1.230257565467222
38.38383838383839,0.0,2.899083023898735,10.30633475940134,1.15605657124466
39.3939393939394,0.0,7.11603962660633,17.29403290701383,1.748241195024676
40.40404040404041,0.0,13.089448243950562,14.94246181426661,0.5824797886614528
41.41414141414142,0.0,7.594698411793456,17.86699860708674,1.24397490222694
42.42424242424243,0.0,4.372932201571535,14.05649494565467,1.146655153071004
43.43434343434344,0.0,6.279072715699113,12.83767958980242,2.45429525718223
44.44444444444445,0.0,2.789867279491682,11.644548609254,2.048913429993439
45.45454545454546,0.0,4.126551820710606,12.92879387132446,1.69927620913483
46.46464646464647,0.0,4.746627836361822,21.70203007415221,1.297199726481785
47.47474747474748,0.0,10.003875151386499,16.40436540678212,0.8082474586879157
48.48484848484848,0.0,13.37974686060788,4.611153444011714,1.183868793181069
49.49494949494949,0.0,21.76620622414195,23.3864818324562,0.8698139184924847
50.50505050505051,0.0,12.118966989834663,3.851020855538841,1.438900071503352
51.51515151515152,0.0,3.196734398212744,12.42096895206947,1.445225274634001
52.52525252525253,0.0,3.654748705424048,11.64371951053387,1.304380918970827
53.53535353535354,0.0,4.428877272250598,14.65574257679208,1.155839140135368
54.54545454545455,0.0,13.089015851148295,9.692163926203097,1.26040042479482
55.55555555555556,0.0,24.005436286844326,22.42169408859104,0.7073946148668081
56.56565656565657,0.0,9.31124282048174,15.95729565640393,2.105769097101619
57.57575757575758,0.0,3.1259996632261284,12.76280713083703,1.345544892688653
58.58585858585859,0.0,3.342394557030179,21.12941988633327,5.32186780039441
59.5959595959596,0.0,2.0988592009579428,27.66582988123275,5.150262060920831
60.60606060606061,0.0,6.264290842240507,38.86202700690522,4.037658290064513
61.61616161616162,0.0,2.1773601066650268,15.10540925102068,3.921013769849086
62.62626262626263,0.0,1.646969221684655,15.96569776369463,4.529063248121864
63.63636363636364,0.0,1.0328136582559737,17.98750567167434,4.676220061458936
64.64646464646465,0.0,1.3343760876005206,10.6091421864058,4.468918607867576
65.65656565656566,0.0,0.9255118585900047,13.4430022098243,5.162164295033138
66.66666666666667,0.0,3.914070467213712,9.541182580690933,4.567283906516963
